"neighbourhood_name","species_name","range_trees","mean_trees","total_trees","unique_cultivars"
"FAIRVIEW","DEODARA",256640,120138.5,64,1
"FAIRVIEW","EUCHLORA   X",203445,82310.7551020408,9604,1
"FAIRVIEW","EUROPEA",2,187908,4,1
"FAIRVIEW","EXCELSIOR",208176,177434.043478261,529,2
"FAIRVIEW","FLORIBUNDA",254682,95613.5,1296,1
"FAIRVIEW","FLORIDA",160845,88318.5,4,1
"FAIRVIEW","FREEMANI   X",255499,178944.461077844,27889,4
"FAIRVIEW","GIGANTEUM",0,234735,1,1
"FAIRVIEW","GINNALA",0,244262,1,1
"FAIRVIEW","GLABRA",123048,16375.4705882353,289,1
"FAIRVIEW","GLABRUM",5316,189475.857142857,49,1
"FAIRVIEW","GLAUCA",6,14541,4,1
"FAIRVIEW","GLYPTOSTROBOIDES",36387,190182.8,25,1
"FAIRVIEW","GRANDIFLORA",263482,77777.1111111111,81,1
"FAIRVIEW","GRANDIFLORA X",8780,259854,16,1
"FAIRVIEW","GRANDIS",204477,112947.5,4,1
"FAIRVIEW","GRISEUM",0,60079,1,1
"FAIRVIEW","HENRYI",1,199856.5,4,1
"FAIRVIEW","HETEROPHYLLA",176142,121644.666666667,9,1
"FAIRVIEW","HIPPOCASTANUM",216075,71910.0465116279,1849,1
"FAIRVIEW","HYBRIDA X",2,57314,9,1
"FAIRVIEW","INVOLUCRATA",2,210928,9,1
"FAIRVIEW","JAPONICA",241946,180841.18,2500,1
"FAIRVIEW","JAPONICUM",256521,195866.740740741,729,1
"FAIRVIEW","KEWENSIS X",33,192620,16,1
"FAIRVIEW","KOBUS",161168,186573.692307692,169,1
"FAIRVIEW","KOUSA",80975,228483.142857143,49,2
"FAIRVIEW","LAVALLEI  X",56267,221187.454545455,1089,1
"FAIRVIEW","LAWSONIANA",220298,143929.5,64,1
"FAIRVIEW","LILIIFLORA",0,10739,1,1
"FAIRVIEW","LUSITANICA",0,190758,1,1
"FAIRVIEW","MACROPHYLLUM",258188,58737.9230769231,169,1
"FAIRVIEW","MENZIESII",174350,122274.75,16,1
"FAIRVIEW","MERTENSIANA",0,169609,1,1
"FAIRVIEW","MOLLIS",0,17267,1,1
"FAIRVIEW","MONTICOLA",0,262251,1,1
"FAIRVIEW","MORDENSIS",918,226766,4,1
"FAIRVIEW","NIGRA",149693,63357.0714285714,784,1
"FAIRVIEW","NIGRUM",172085,150894.142857143,196,1
"FAIRVIEW","NUTTALLII",1,96141.5,4,1
"FAIRVIEW","OCCIDENTALIS",88872,36133,9,2
"FAIRVIEW","OFFICINALIS",0,183596,1,1
"FAIRVIEW","ORIENTALIS",0,90504,1,1
"FAIRVIEW","ORNUS",173596,195560.8125,256,2
"FAIRVIEW","OXYACANTHA",254798,126526.826086957,529,2
"FAIRVIEW","OXYCARPA",108543,162932.72,625,1
"FAIRVIEW","PADUS",0,119407,1,1
"FAIRVIEW","PALMATUM",255240,114490.821428571,784,4
"FAIRVIEW","PALUSTRIS",250886,129642.589041096,5329,2
"FAIRVIEW","PANICULATA",254764,176441.666666667,9,1
"FAIRVIEW","PENDULA",208182,64206.0689655172,841,2
"FAIRVIEW","PENNSYLVANICA",86441,175890.291666667,576,3
"FAIRVIEW","PERSICA",105115,220640.527777778,1296,3
"FAIRVIEW","PHELLOS",197665,124480.428571429,784,1
"FAIRVIEW","PLATANOIDES",262276,109780.293785311,125316,12
"FAIRVIEW","PLICATA",164514,60296.0909090909,121,2
"FAIRVIEW","PONDEROSA",0,203565,1,1
"FAIRVIEW","PSEUDOACACIA",249181,118847.25,144,1
"FAIRVIEW","PSEUDOPLATANUS",199972,87982.2612612613,12321,2
"FAIRVIEW","PUMILA",78314,65278,9,2
"FAIRVIEW","PUNGENS",68487,59121,16,1
"FAIRVIEW","REGIA",0,125919,1,1
"FAIRVIEW","RETICULATA",260373,183809.616438356,5329,1
"FAIRVIEW","ROBUR",251955,128019.943396226,2809,3
"FAIRVIEW","RUBRA",257564,109669,2304,1
"FAIRVIEW","RUBRUM",265226,125231.671957672,321489,9
"FAIRVIEW","SACCHARINUM",1,107433.5,4,1
"FAIRVIEW","SACCHARUM",122905,58859.3333333333,144,1
"FAIRVIEW","SALICINA",28564,243416,16,1
"FAIRVIEW","SARGENTII",234281,119124.227272727,4356,2
"FAIRVIEW","SEMPREVIRENS",0,186929,1,1
"FAIRVIEW","SERRATA",0,13189,1,1
"FAIRVIEW","SERRULATA",262465,92467.0626959247,101761,7
"FAIRVIEW","SPECIES",254247,190338.775510204,2401,1
"FAIRVIEW","STYRACIFLUA",220193,106683.9,900,2
"FAIRVIEW","SYLVATICA",260568,187682.723404255,35344,11
"FAIRVIEW","SYLVESTRIS",150971,76563.3333333333,36,1
"FAIRVIEW","SYRIACA",15392,217947.833333333,144,1
"FAIRVIEW","TATARICUM",0,167256,1,1
"FAIRVIEW","TOMENTOSA",165897,36869.3571428571,196,1
"FAIRVIEW","TRIACANTHOS",258663,149124.630630631,12321,6
"FAIRVIEW","TRICHOCARPA",0,155917,1,1
"FAIRVIEW","TRUNCATUM",255053,205788.363636364,484,3
"FAIRVIEW","TULIPIFERA",248391,97519.4590163934,3721,2
"FAIRVIEW","TYPHINA",6,85616,4,1
"FAIRVIEW","VELUTINA",80581,33482.3333333333,81,1
"FAIRVIEW","VIRGINIANA",261301,144052.133333333,225,2
"FAIRVIEW","X YEDOENSIS",221994,162171.195121951,1681,1
"FAIRVIEW","XX",47438,224308.652173913,529,3
"FAIRVIEW","YUNNANENSIS",1,13093.5,4,1
"FAIRVIEW","ZUMI",179954,177014.53125,1024,1
"GRANDVIEW-WOODLAND","ABIES",16931,107860.5,16,1
"GRANDVIEW-WOODLAND","ACERIFOLIA   X",139147,138822.396825397,3969,2
"GRANDVIEW-WOODLAND","ACUTISSIMA",48680,181067.071428571,196,1
"GRANDVIEW-WOODLAND","ALNIFOLIA",62762,182641.285714286,49,2
"GRANDVIEW-WOODLAND","AMERICANA",264154,117403.274038462,43264,5
"GRANDVIEW-WOODLAND","AQUIFOLIUM",176848,107460.142857143,49,1
"GRANDVIEW-WOODLAND","ARIA",167617,149496.461538462,1521,2
"GRANDVIEW-WOODLAND","AUCUPARIA",152543,144056.857142857,49,3
"GRANDVIEW-WOODLAND","AVELLANA",7611,261594.333333333,9,3
"GRANDVIEW-WOODLAND","AVIUM",41362,132169.6,25,2
"GRANDVIEW-WOODLAND","BACCATA",11575,211141.153846154,169,1
"GRANDVIEW-WOODLAND","BALSAMEA",0,109092,1,1
"GRANDVIEW-WOODLAND","BETULUS",263084,132918.295918367,153664,6
"GRANDVIEW-WOODLAND","BIGNONIOIDES",175253,102813.529411765,289,1
"GRANDVIEW-WOODLAND","BILOBA",241175,142940.388888889,324,3
"GRANDVIEW-WOODLAND","BLIREANA",0,154924,1,1
"GRANDVIEW-WOODLAND","CALLERYANA",216779,189481.12195122,6724,4
"GRANDVIEW-WOODLAND","CAMPESTRE",184678,157325.414634146,26896,5
"GRANDVIEW-WOODLAND","CANADENSIS",140334,206955.823529412,289,2
"GRANDVIEW-WOODLAND","CAPITATA",0,262501,1,1
"GRANDVIEW-WOODLAND","CAPPADOCICUM",85655,207029.8,900,3
"GRANDVIEW-WOODLAND","CARICA",0,2018,1,1
"GRANDVIEW-WOODLAND","CARNEA   X",168882,138414.6875,256,1
"GRANDVIEW-WOODLAND","CAROLINIANA",159606,200225.166666667,36,2
"GRANDVIEW-WOODLAND","CERASIFERA",252424,112726.496969697,27225,3
"GRANDVIEW-WOODLAND","CHINENSE",0,187441,1,1
"GRANDVIEW-WOODLAND","CINEREA",0,188882,1,1
"GRANDVIEW-WOODLAND","CIRCINATUM",0,97201,1,1
"GRANDVIEW-WOODLAND","COCCINEA",36991,226789,9,1
"GRANDVIEW-WOODLAND","COCOMILIA",110202,65720.3333333333,9,1
"GRANDVIEW-WOODLAND","COMMUNIS",243198,83318.3333333333,9,2
"GRANDVIEW-WOODLAND","CORDATA",205017,69412.0681818182,1936,4
"GRANDVIEW-WOODLAND","CRUS-GALLI",94476,179657.625,64,2
"GRANDVIEW-WOODLAND","DAWSONIANA",108044,115670.333333333,9,1
"GRANDVIEW-WOODLAND","DENUDATA",128953,187631.857142857,196,1
"GRANDVIEW-WOODLAND","DEODARA",0,184275,1,1
"GRANDVIEW-WOODLAND","DOMESTICA",218427,128333,9,2
"GRANDVIEW-WOODLAND","DOUGLASII",144377,182480.125,256,1
"GRANDVIEW-WOODLAND","ERUBESCENS",0,234682,1,1
"GRANDVIEW-WOODLAND","EUCHLORA   X",262061,74266.1641025641,38025,1
"GRANDVIEW-WOODLAND","EUROPAEA   X",56267,96187.8421052632,361,1
"GRANDVIEW-WOODLAND","EUROPEA",0,187245,1,1
"GRANDVIEW-WOODLAND","EXCELSIOR",251011,108440.753846154,4225,3
"GRANDVIEW-WOODLAND","FLORIBUNDA",191293,105497.97752809,7921,1
"GRANDVIEW-WOODLAND","FLORIDA",212049,174391.571428571,49,2
"GRANDVIEW-WOODLAND","FREEMANI   X",261253,171102.48880597,71824,4
"GRANDVIEW-WOODLAND","GINNALA",2,213853,9,1
"GRANDVIEW-WOODLAND","GLABRA",118361,100235.617647059,1156,1
"GRANDVIEW-WOODLAND","GLAUCA",4668,93462.6666666667,9,1
"GRANDVIEW-WOODLAND","GLYPTOSTROBOIDES",64772,214762,9,1
"GRANDVIEW-WOODLAND","GRANDIFLORA",174998,210616.555555556,81,2
"GRANDVIEW-WOODLAND","GRANDIFLORA X",119179,219607.2,100,1
"GRANDVIEW-WOODLAND","GRANDIS",0,7873,1,1
"GRANDVIEW-WOODLAND","GRISEUM",219139,195265.74025974,5929,1
"GRANDVIEW-WOODLAND","HENRYI",1490,199850,4,1
"GRANDVIEW-WOODLAND","HETEROPHYLLA",0,66555,1,1
"GRANDVIEW-WOODLAND","HIPPOCASTANUM",260240,122829.458823529,7225,2
"GRANDVIEW-WOODLAND","INVOLUCRATA",183242,189521.272727273,121,1
"GRANDVIEW-WOODLAND","JACQUEMONTII",0,107779,1,1
"GRANDVIEW-WOODLAND","JAPONICA",250425,183370.013422819,22201,3
"GRANDVIEW-WOODLAND","JAPONICUM",221539,179268.4,4225,2
"GRANDVIEW-WOODLAND","KEWENSIS X",131451,186580,49,1
"GRANDVIEW-WOODLAND","KOBUS",185706,185971.333333333,8649,1
"GRANDVIEW-WOODLAND","KOUSA",228414,196686.434782609,2116,5
"GRANDVIEW-WOODLAND","LAEVIS",1,205588.5,4,1
"GRANDVIEW-WOODLAND","LAVALLEI  X",86786,213805.277777778,324,1
"GRANDVIEW-WOODLAND","LAWSONIANA",221046,162058.4,25,1
"GRANDVIEW-WOODLAND","LUSITANICA",221031,191784.172413793,841,1
"GRANDVIEW-WOODLAND","MACROCARPA",0,255510,1,1
"GRANDVIEW-WOODLAND","MACROPHYLLUM",71863,160828.5,4,1
"GRANDVIEW-WOODLAND","MAXIMA",0,90351,1,1
"GRANDVIEW-WOODLAND","MENZIESII",99080,36131.7142857143,49,1
"GRANDVIEW-WOODLAND","MERTENSIANA",0,3037,1,1
"GRANDVIEW-WOODLAND","MESERVEAE",3,204258.5,16,1
"GRANDVIEW-WOODLAND","MOLLIS",124587,150765,16,1
"GRANDVIEW-WOODLAND","MORDENSIS",139546,204971.219512195,1681,2
"GRANDVIEW-WOODLAND","NEGUNDO",186049,111963.868421053,1444,1
"GRANDVIEW-WOODLAND","NIGRA",94725,80041.5555555556,81,2
"GRANDVIEW-WOODLAND","NIGRUM",11966,174003,4,1
"GRANDVIEW-WOODLAND","NOOTKATENSIS",16838,159908.5,16,1
"GRANDVIEW-WOODLAND","NUTTALLII",0,214338,1,1
"GRANDVIEW-WOODLAND","OBTUSA",58463,159526.833333333,36,1
"GRANDVIEW-WOODLAND","OCCIDENTALIS",22276,232627,16,1
"GRANDVIEW-WOODLAND","OFFICIANALIS",12,205583.833333333,36,1
"GRANDVIEW-WOODLAND","ORNUS",258291,127265.049180328,3721,2
"GRANDVIEW-WOODLAND","OXYACANTHA",197637,102444.833333333,324,2
"GRANDVIEW-WOODLAND","OXYCARPA",74709,139089.666666667,9,2
"GRANDVIEW-WOODLAND","PALMATUM",261673,192165.230769231,4225,7
"GRANDVIEW-WOODLAND","PALUSTRIS",263083,196604.807017544,3249,2
"GRANDVIEW-WOODLAND","PANICULATA",5598,260570,16,1
"GRANDVIEW-WOODLAND","PAPYRIFERA",262651,121019.444444444,81,1
"GRANDVIEW-WOODLAND","PENDULA",190751,88377.3333333333,1521,1
"GRANDVIEW-WOODLAND","PENNSYLVANICA",133884,168018.369565217,8464,4
"GRANDVIEW-WOODLAND","PERSICA",264668,212052.304054054,21904,3
"GRANDVIEW-WOODLAND","PHAENOPYRUM",162632,153039.731707317,1681,1
"GRANDVIEW-WOODLAND","PHELLOS",104289,159713.611111111,324,1
"GRANDVIEW-WOODLAND","PLATANOIDES",257581,156122.432664756,121801,15
"GRANDVIEW-WOODLAND","PLICATA",223476,153055.561643836,5329,1
"GRANDVIEW-WOODLAND","PONDEROSA",0,95019,1,1
"GRANDVIEW-WOODLAND","POPULIFOLIA",11,96912.6666666667,9,1
"GRANDVIEW-WOODLAND","PSEUDOACACIA",143371,169521.470588235,289,2
"GRANDVIEW-WOODLAND","PSEUDOCAMELLIA",184318,203919.75,64,1
"GRANDVIEW-WOODLAND","PSEUDOPLATANUS",216880,74325.0235849057,44944,1
"GRANDVIEW-WOODLAND","PUMILA",228644,53566.8851351351,21904,2
"GRANDVIEW-WOODLAND","PUNGENS",68659,228143.5,4,2
"GRANDVIEW-WOODLAND","RETICULATA",191648,192554.853658537,1681,1
"GRANDVIEW-WOODLAND","RHAMNOIDES",11,117750.333333333,9,1
"GRANDVIEW-WOODLAND","ROBUR",215893,117266,4900,4
"GRANDVIEW-WOODLAND","ROBUR X ALBA",11942,263067.1,100,1
"GRANDVIEW-WOODLAND","RUBRA",218410,39027.9787234043,19881,1
"GRANDVIEW-WOODLAND","RUBRUM",265179,147768.900634249,223729,8
"GRANDVIEW-WOODLAND","RUGOSA",4,96113,4,1
"GRANDVIEW-WOODLAND","SACCHARINUM",164089,105248.866666667,225,1
"GRANDVIEW-WOODLAND","SACCHARUM",29,61619.3636363636,121,1
"GRANDVIEW-WOODLAND","SALICINA",0,229691,1,1
"GRANDVIEW-WOODLAND","SARGENTII",263163,117177.903743316,34969,2
"GRANDVIEW-WOODLAND","SATIVA",20963,209435.5,4,1
"GRANDVIEW-WOODLAND","SERRATA",109586,177702.357142857,196,2
"GRANDVIEW-WOODLAND","SERRULATA",264033,110210.154373928,339889,7
"GRANDVIEW-WOODLAND","SIEBOLDII",29519,225868,9,1
"GRANDVIEW-WOODLAND","SIMONII",28881,110975.857142857,49,1
"GRANDVIEW-WOODLAND","SINENSIS",1310,259443,9,1
"GRANDVIEW-WOODLAND","SITCHENSIS",0,249368,1,1
"GRANDVIEW-WOODLAND","SPECIES",264691,167321.76056338,5041,1
"GRANDVIEW-WOODLAND","SPECIOSA",0,265334,1,1
"GRANDVIEW-WOODLAND","STENOPTERA",0,198671,1,1
"GRANDVIEW-WOODLAND","STYRACIFLUA",119951,175325.619047619,1764,2
"GRANDVIEW-WOODLAND","SUBHIRTELLA",117234,92336.2916666667,576,2
"GRANDVIEW-WOODLAND","SWEETHEART",217374,159089.4,25,1
"GRANDVIEW-WOODLAND","SYLVATICA",265555,148358.145962733,103684,15
"GRANDVIEW-WOODLAND","SYLVESTRIS",118295,161318.5,4,1
"GRANDVIEW-WOODLAND","SYRIACA",175443,170181.6,100,1
"GRANDVIEW-WOODLAND","TRANSITORIA",0,84403,1,1
"GRANDVIEW-WOODLAND","TRIACANTHOS",152150,200948,36,4
"GRANDVIEW-WOODLAND","TRICHOCARPA",185861,100799.75,16,1
"GRANDVIEW-WOODLAND","TRUNCATUM",255020,207041.679245283,11236,3
"GRANDVIEW-WOODLAND","TULIPIFERA",158859,147924.571428571,1225,2
"GRANDVIEW-WOODLAND","TYPHINA",0,119129,1,1
"GRANDVIEW-WOODLAND","VELUTINA",124887,121901.652173913,529,1
"GRANDVIEW-WOODLAND","VILMORINII",44215,59124.1111111111,81,1
"GRANDVIEW-WOODLAND","VIRGINIANA",157664,194806.857142857,49,2
"GRANDVIEW-WOODLAND","X YEDOENSIS",253844,185089.866666667,8100,1
"GRANDVIEW-WOODLAND","XX",219303,214111.532110092,11881,11
"GRANDVIEW-WOODLAND","YUNNANENSIS",1284,114480.666666667,9,1
"GRANDVIEW-WOODLAND","ZENII",0,199801,1,1
"GRANDVIEW-WOODLAND","ZUMI",255579,150043.819277108,6889,1
"HASTINGS-SUNRISE","ABIES",182574,163519.25,16,1
"HASTINGS-SUNRISE","ACERIFOLIA   X",208841,171527.542857143,4900,2
"HASTINGS-SUNRISE","ACUTISSIMA",155545,164072.574468085,2209,1
"HASTINGS-SUNRISE","ALBA",79217,113950.833333333,36,2
"HASTINGS-SUNRISE","ALNIFOLIA",137928,173023.507692308,4225,2
"HASTINGS-SUNRISE","AMERICANA",253781,144758.68,30625,4
"HASTINGS-SUNRISE","ANTARTICA",1,156556.5,4,1
"HASTINGS-SUNRISE","AQUIFOLIUM",73409,115771.666666667,9,1
"HASTINGS-SUNRISE","ARGUTUM",99027,153382.5,4,1
"HASTINGS-SUNRISE","ARIA",161990,176337.454545455,1089,2
"HASTINGS-SUNRISE","ARMENIACA",2,164601,4,1
"HASTINGS-SUNRISE","ATLANTICA",30163,136978,64,1
"HASTINGS-SUNRISE","AUCUPARIA",259225,147954,27556,2
"HASTINGS-SUNRISE","AVELLANA",1843,262832.333333333,9,1
"HASTINGS-SUNRISE","AVIUM",82958,126035.384615385,676,2
"HASTINGS-SUNRISE","BABYLONICA",114934,176400.6,25,1
"HASTINGS-SUNRISE","BACCATA",405,197374,16,1
"HASTINGS-SUNRISE","BALSAMEA",170628,108225,4,1
"HASTINGS-SUNRISE","BETULUS",265087,162257.442201835,297025,5
"HASTINGS-SUNRISE","BIGNONIOIDES",107101,169266.833333333,36,1
"HASTINGS-SUNRISE","BILOBA",255390,191021.888888889,324,3
"HASTINGS-SUNRISE","BLIREANA",190302,197834,36,1
"HASTINGS-SUNRISE","BUNGEI",74230,219734,4,1
"HASTINGS-SUNRISE","CALLERYANA",252704,156394.901234568,26244,4
"HASTINGS-SUNRISE","CAMPESTRE",263765,135540.07027027,136900,5
"HASTINGS-SUNRISE","CANADENSIS",260756,205840.975609756,1681,1
"HASTINGS-SUNRISE","CAPPADOCICUM",140874,139502.5625,256,2
"HASTINGS-SUNRISE","CARNEA   X",135454,149303,9,1
"HASTINGS-SUNRISE","CAROLINIANA",238020,237537.133333333,225,1
"HASTINGS-SUNRISE","CERASIFERA",259619,125981.546296296,944784,3
"HASTINGS-SUNRISE","CHINENSIS",212710,147888.958333333,576,2
"HASTINGS-SUNRISE","CIRCINATUM",48185,108093,9,1
"HASTINGS-SUNRISE","COCCINEA",155151,202987.8,100,1
"HASTINGS-SUNRISE","COLURNA",0,154639,1,1
"HASTINGS-SUNRISE","CONTORTA",89325,147664.333333333,36,1
"HASTINGS-SUNRISE","CONTROVERSA",152590,157881.8,100,1
"HASTINGS-SUNRISE","CORDATA",197986,119762.262295082,3721,2
"HASTINGS-SUNRISE","CRENATA",26552,142767.333333333,36,1
"HASTINGS-SUNRISE","CRUS-GALLI",88587,146287.279411765,4624,1
"HASTINGS-SUNRISE","DECIDUA",9,197924.5,4,1
"HASTINGS-SUNRISE","DECURRENS",9662,178658,4,1
"HASTINGS-SUNRISE","DENUDATA",125716,170464.888888889,81,1
"HASTINGS-SUNRISE","DEODARA",89149,156888.6,100,1
"HASTINGS-SUNRISE","DIOICUS",5,117736.5,16,1
"HASTINGS-SUNRISE","DOMESTICA",182164,165351,49,1
"HASTINGS-SUNRISE","DOUGLASII",72153,227678.5,4,1
"HASTINGS-SUNRISE","ELATA",47955,115757.5,4,1
"HASTINGS-SUNRISE","EUCHLORA   X",216813,123350.058365759,66049,1
"HASTINGS-SUNRISE","EUROPAEA   X",4,120116,4,1
"HASTINGS-SUNRISE","EUROPEA",226133,160417.111111111,81,1
"HASTINGS-SUNRISE","EXCELSIOR",155323,151155.205882353,4624,5
"HASTINGS-SUNRISE","FLORIBUNDA",209094,118556.414364641,32761,1
"HASTINGS-SUNRISE","FLORIDA",67819,131472.235294118,289,1
"HASTINGS-SUNRISE","FRAINETTO",27863,180188.75,16,1
"HASTINGS-SUNRISE","FREEMANI   X",264129,156596.35443038,99856,4
"HASTINGS-SUNRISE","GARRYANA",404,139139,4,1
"HASTINGS-SUNRISE","GIGANTEUM",115872,194206.75,16,1
"HASTINGS-SUNRISE","GINNALA",78,141694.875,256,1
"HASTINGS-SUNRISE","GLABRUM",0,208900,1,1
"HASTINGS-SUNRISE","GLAUCA",203941,146745.75,16,2
"HASTINGS-SUNRISE","GLYPTOSTROBOIDES",130993,171204.482758621,3364,1
"HASTINGS-SUNRISE","GRANDIFLORA X",136337,170999.026315789,1444,1
"HASTINGS-SUNRISE","GRANDIS",62644,149783.4,25,1
"HASTINGS-SUNRISE","GRISEUM",187386,195311.53125,1024,1
"HASTINGS-SUNRISE","HETEROPHYLLA",147722,147220.9,100,1
"HASTINGS-SUNRISE","HILLIERI",11,108011.2,25,1
"HASTINGS-SUNRISE","HIPPOCASTANUM",197641,110093.709677419,8649,1
"HASTINGS-SUNRISE","HYBRIDA X",241982,228095.214285714,196,1
"HASTINGS-SUNRISE","INSIGNIS",84100,176015.666666667,9,1
"HASTINGS-SUNRISE","INVOLUCRATA",1,259261.5,4,1
"HASTINGS-SUNRISE","JACQUEMONTII",0,197793,1,1
"HASTINGS-SUNRISE","JAPONICA",258645,188619.242424242,17424,3
"HASTINGS-SUNRISE","JAPONICUM",263374,139745.102702703,34225,2
"HASTINGS-SUNRISE","KEWENSIS X",59535,203670.5,16,1
"HASTINGS-SUNRISE","KOBUS",260765,101946.025210084,56644,1
"HASTINGS-SUNRISE","KOUSA",261055,118129.972972973,21904,5
"HASTINGS-SUNRISE","LAVALLEI  X",255208,156224.40433213,76729,1
"HASTINGS-SUNRISE","LAWSONIANA",156233,151307.65,400,1
"HASTINGS-SUNRISE","LIKIANGENSIS",153,227815,16,1
"HASTINGS-SUNRISE","LILIIFLORA",0,139631,1,1
"HASTINGS-SUNRISE","LOEBNERI  X",89444,146588.352941176,289,2
"HASTINGS-SUNRISE","LUSITANICA",12475,243734.857142857,49,1
"HASTINGS-SUNRISE","MACROCARPA",285,258365.5,4,1
"HASTINGS-SUNRISE","MACROPHYLLUM",157636,163543.444444444,81,1
"HASTINGS-SUNRISE","MAS",148145,138883.777777778,81,1
"HASTINGS-SUNRISE","MATSUDANA",0,98472,1,1
"HASTINGS-SUNRISE","MAXIMA",138908,80403,9,2
"HASTINGS-SUNRISE","MENZIESII",234681,155730.464285714,784,1
"HASTINGS-SUNRISE","MICROMALUS   X",141139,47516,9,1
"HASTINGS-SUNRISE","MIYABEI",0,139570,1,1
"HASTINGS-SUNRISE","MONADELPHA",0,254167,1,1
"HASTINGS-SUNRISE","MONOGYNA",188255,107166.888888889,729,1
"HASTINGS-SUNRISE","MORDENSIS",249117,181457.9125,6400,2
"HASTINGS-SUNRISE","NEGUNDO",140142,125257,100,1
"HASTINGS-SUNRISE","NIGRA",216374,147163.958333333,2304,2
"HASTINGS-SUNRISE","NIGRUM",0,66718,1,1
"HASTINGS-SUNRISE","NOOTKATENSIS",1,114716.5,4,1
"HASTINGS-SUNRISE","NUTTALLII",195334,134127.214285714,196,2
"HASTINGS-SUNRISE","OBASSIA",93797,151010.2,100,1
"HASTINGS-SUNRISE","OCCIDENTALIS",134590,157478.37037037,729,2
"HASTINGS-SUNRISE","OFFICIANALIS",19,206108.5,4,1
"HASTINGS-SUNRISE","OMORIKA",88238,197666,25,1
"HASTINGS-SUNRISE","ORIENTALIS",0,74619,1,1
"HASTINGS-SUNRISE","ORNUS",257971,177971.387665198,51529,2
"HASTINGS-SUNRISE","OXYACANTHA",257959,104844.3875,6400,2
"HASTINGS-SUNRISE","OXYCARPA",127980,162536.972222222,1296,2
"HASTINGS-SUNRISE","PALMATUM",252443,140008.5,196,5
"HASTINGS-SUNRISE","PALUSTRIS",204721,189366.171052632,5776,2
"HASTINGS-SUNRISE","PANICULATA",259763,129987.045454545,484,1
"HASTINGS-SUNRISE","PAPYRIFERA",38922,122414,4,1
"HASTINGS-SUNRISE","PARVIFLORA",62918,207056.666666667,9,1
"HASTINGS-SUNRISE","PENDULA",107569,37427.6428571429,196,1
"HASTINGS-SUNRISE","PENNSYLVANICA",187702,161346,5776,6
"HASTINGS-SUNRISE","PENNSYLVANICUM",0,146649,1,1
"HASTINGS-SUNRISE","PERSICA",264647,219039.919463087,22201,3
"HASTINGS-SUNRISE","PHAENOPYRUM",245774,153627.018867925,2809,1
"HASTINGS-SUNRISE","PHELLOS",207919,178594.055555556,324,1
"HASTINGS-SUNRISE","PISIFERA",134329,96189.2222222222,81,1
"HASTINGS-SUNRISE","PLATANOIDES",261959,144939.577344702,674041,17
"HASTINGS-SUNRISE","PLATYPHYLLOS",4269,141187.166666667,36,1
"HASTINGS-SUNRISE","PLICATA",226606,130198.37037037,729,2
"HASTINGS-SUNRISE","PONDEROSA",165290,207473.857142857,49,1
"HASTINGS-SUNRISE","POPULIFOLIA",0,256219,1,1
"HASTINGS-SUNRISE","PROCERA",0,177593,1,1
"HASTINGS-SUNRISE","PSEUDOACACIA",233361,148645.507692308,4225,4
"HASTINGS-SUNRISE","PSEUDOCAMELLIA",28391,249794.666666667,9,1
"HASTINGS-SUNRISE","PSEUDOPLATANUS",192841,100189.620689655,68121,1
"HASTINGS-SUNRISE","PUMILA",159617,92502.0833333333,576,1
"HASTINGS-SUNRISE","PUNGENS",148377,195196.75,16,2
"HASTINGS-SUNRISE","PURSHIANA",0,167595,1,1
"HASTINGS-SUNRISE","REGIA",57537,119516.333333333,9,2
"HASTINGS-SUNRISE","RETICULATA",258603,182610.590909091,23716,1
"HASTINGS-SUNRISE","ROBUR",262387,143381.8375,6400,4
"HASTINGS-SUNRISE","ROBUR X ALBA",1966,252946.875,64,1
"HASTINGS-SUNRISE","RUBRA",246994,103319.544217687,21609,1
"HASTINGS-SUNRISE","RUBRUM",261080,166132.617647059,226576,9
"HASTINGS-SUNRISE","SACCHARINUM",87063,97564.5882352941,289,1
"HASTINGS-SUNRISE","SACCHARUM",12,61741,4,1
"HASTINGS-SUNRISE","SALICINA",31448,232867.2,625,1
"HASTINGS-SUNRISE","SARGENTII",258838,131161.543478261,2116,2
"HASTINGS-SUNRISE","SATIVA",250933,134683.375,64,1
"HASTINGS-SUNRISE","SEMPREVIRENS",52580,184654.25,16,1
"HASTINGS-SUNRISE","SEROTINA",37703,97454.25,64,1
"HASTINGS-SUNRISE","SERRATA",144809,190921.208333333,576,3
"HASTINGS-SUNRISE","SERRULATA",258530,97324.5207547169,280900,9
"HASTINGS-SUNRISE","SIEBOLDII",0,207218,1,1
"HASTINGS-SUNRISE","SITCHENSIS",365,140344,9,1
"HASTINGS-SUNRISE","SOULANGEANA  X",115710,176627,9,2
"HASTINGS-SUNRISE","SPECIES",204380,179803.619402985,17956,1
"HASTINGS-SUNRISE","SPECIOSA",57,141760.214285714,196,1
"HASTINGS-SUNRISE","STELLATA",29049,188289.5,4,1
"HASTINGS-SUNRISE","STENOPTERA",0,199614,1,1
"HASTINGS-SUNRISE","STYRACIFLUA",262952,169864.786585366,26896,2
"HASTINGS-SUNRISE","SUBHIRTELLA",175383,108917.775,1600,1
"HASTINGS-SUNRISE","SYLVATICA",265151,161359.053412463,113569,14
"HASTINGS-SUNRISE","SYLVESTRIS",137359,131942.133333333,900,1
"HASTINGS-SUNRISE","SYRIACA",151041,183830.342857143,1225,1
